"dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
14989,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8
14989,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5
14989,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1
14989,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3
14989,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10
14989,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23
14989,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33
14989,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
14989,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72
14989,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89
14989,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
14989,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
14989,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129
14989,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128
14989,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
14989,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84
14989,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
14989,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41
14989,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
14989,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
14989,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44
14990,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39
14990,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23
14990,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16
14990,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15
14990,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
14990,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
14990,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
14990,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
14990,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
14990,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
14990,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
14990,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93
14990,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104
14990,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
14990,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
14990,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113
14990,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
14990,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105
14990,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
14990,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61
14990,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57
14990,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28
14990,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
14990,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
14991,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17
14991,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16
14991,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8
14991,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2
14991,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3
14991,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1
14991,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5
14991,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
14991,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
14991,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47
14991,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57
14991,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64
14991,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80
14991,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93
14991,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
14991,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
14991,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
14991,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71
14991,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92
14991,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60
14991,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33
14991,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27
14991,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13
14991,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4
14992,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3
14992,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22
14992,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
14992,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
14992,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61
14992,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125
14992,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
14992,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
14992,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83
14992,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41
14992,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33
14992,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20
14993,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3
14993,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
14993,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
14993,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
14993,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
14993,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
14993,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
14993,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
14993,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109
14993,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
14993,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
14993,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
14993,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
14993,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
14993,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
14993,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
14993,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
14993,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
14993,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
14993,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
14993,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
14993,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
14993,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
14994,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13
14994,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5
14994,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2
14994,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
14994,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
14994,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
14994,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35
14994,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101
14994,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249
14994,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
14994,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
14994,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
14994,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84
14994,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98
14994,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81
14994,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70
14994,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91
14994,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
14994,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185
14994,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
14994,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
14994,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57
14994,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
14994,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
14995,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
14995,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
14995,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
14995,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
14995,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1
14995,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5
14995,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
14995,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
14995,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217
14995,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166
14995,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
14995,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
14995,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
14995,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73
14995,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
14995,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
14995,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97
14995,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
14995,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120
14995,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96
14995,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
14995,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41
14995,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34
14995,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27
14996,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
14996,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12
14996,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
14996,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7
14996,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
14996,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2
14996,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8
14996,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27
14996,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40
14996,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
14996,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
14996,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70
14996,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,12,72,84
14996,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75
14996,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,10,93,103
14996,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83
14996,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,8,59,67
14996,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54
14996,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59
14996,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
14996,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
14996,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,7,23,30
14996,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
14997,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22
14997,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13
14997,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18
14997,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5
14997,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3
14997,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1
14997,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2
14997,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19
14997,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28
14997,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58
14997,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99
14997,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116
14997,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87
14997,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110
14997,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77
14997,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65
14997,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55
14997,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49
14997,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50
14997,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35
14997,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25
14997,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28
14997,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21
14998,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7
14998,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1
14998,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1
14998,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1
14998,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5
14998,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15
14998,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,5,79,84
14998,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,6,171,177
14998,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,4,98,102
14998,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,6,34,40
14998,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46
14998,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63
14998,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60
14998,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45
14998,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57
14998,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70
14998,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184
14998,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153
14998,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
14998,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81
14998,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59
14998,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35
14998,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24
14999,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9
14999,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5
14999,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2
14999,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1
14999,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9
14999,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36
14999,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108
14999,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238
14999,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144
14999,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55
14999,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61
14999,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106
14999,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93
14999,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0,11,57,68
14999,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0,21,63,84
14999,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0,14,102,116
14999,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0,14,208,222
14999,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225
14999,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146
14999,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119
14999,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45
14999,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53
14999,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40
15000,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17
15000,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5
15000,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10
15000,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1
15000,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8
15000,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
15000,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72
15000,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58
15000,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28
15000,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41
15000,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48
15000,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47
15000,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36
15000,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
15000,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36
15000,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26
15001,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24
15001,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84
15001,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104
15001,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79
15001,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
15001,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38
15001,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27
15001,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
15002,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9
15002,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3
15002,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2
15002,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1
15002,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4
15002,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16
15002,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60
15002,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157
15002,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101
15002,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49
15002,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30
15002,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29
15002,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
15002,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0,2,36,38
15002,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0,1,40,41
15002,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0,10,70,80
15002,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149
15002,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109
15002,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89
15002,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62
15002,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58
15002,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26
15002,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23
15003,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28
15003,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20
15003,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15
15003,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8
15003,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3
15003,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2
15003,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5
15003,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34
15003,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34
15003,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55
15003,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64
15003,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78
15003,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65
15003,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99
15003,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120
15003,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
15003,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0,9,82,91
15003,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68
15003,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58
15003,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43
15003,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36
15003,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32
15003,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33
15004,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33
15004,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0,7,22,29
15004,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0,1,10,11
15004,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0,1,7,8
15004,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0,0,1,1
15004,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
15004,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
15004,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0,1,11,12
15004,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0,4,34,38
15004,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0,7,57,64
15004,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0,9,50,59
15004,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97
15004,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84
15004,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122
